Coaster_Name,Location,Status,Manufacturer,Year_Introduced,latitude,longitude,Type_Main,Opening_Date,Speed_mph,Height_ft,Inversions,Gforce,Cost
Hades 360,Mt. Olympus Water & Theme Park,Operating,The Gravity Group,2005,43.617,-89.7893,Wood,2013-05-14,60.0,,1,3.5,
Jet Rescue,Sea World (Australia),Operating,Intamin,2008,-27.9568,153.4261,Steel,2008-12-26,43.5,19.7,0,2.5,
VelociCoaster,Universal's Islands of Adventure,Operating,Intamin,2021,28.4713,-81.472,Steel,2021-06-10,70.0,,4,,
Vertical Velocity (roller coaster),Six Flags Great America,Temporarily closed,Intamin,2001,42.3679,-87.9324,Steel,2001-05-18,70.0,,0,,
Batwing (roller coaster),Six Flags America,Operating,Vekoma,2001,38.9103,-76.7786,Steel,2001-06-16,50.0,,5,4.3,
Spider (roller coaster),Lagoon,Operating,Maurer AG,2003,40.9844,-111.895,Steel,2003-04-01,37.3,,0,,3000000.0
Balder (roller coaster),Liseberg,Operating,Intamin,2003,57.6933,11.9961,Wood,2003-04-12,55.9,118.1,0,,100000000.0
Valkyria (roller coaster),Liseberg,Operating,Bolliger & Mabillard,2018,57.6932,11.9953,Steel,2018-08-10,65.2,,3,,
Jubilee Odyssey,Fantasy Island (UK amusement park),Operating,Vekoma,2002,53.1922,0.3461,Steel,2002-05-23,63.0,,5,4.8,28000000.0
Steel Venom (Valleyfair),Valleyfair,Operating,Intamin,2003,44.7978,-93.4517,Steel,2003-05-17,68.0,,0,,8500000.0
Harpy (Xishuangbanna Theme Park),Xishuangbanna Theme Park,Closed,Bolliger & Mabillard,2015,22.0277,100.742,Steel,2015-09-26,52.8,,2,,
Tom & Jerry (roller coaster),Parque Warner Madrid,Operating,Zierer,2002,40.2298,-3.5961,Steel,2002-04-06,22.0,,0,,
Primeval Whirl,Disney's Animal Kingdom,Removed,Reverchon Industries,2002,28.3564,-81.5877,Steel,2002-03-31,29.1,,0,2.5,
Turbulence (roller coaster),Adventureland (New York),Operating,Mack Rides,2015,40.7525,-73.4197,Steel,2015-05-22,40.0,,0,,5000000.0
Tantrum (roller coaster),Six Flags Darien Lake,Operating,Gerstlauer,2018,42.9294,-78.3849,Steel,2018-05-25,52.8,,3,,
Talon (roller coaster),Dorney Park & Wildwater Kingdom,Operating,Bolliger & Mabillard,2001,40.579,-75.53,Steel,2001-05-05,58.0,,4,4.5,13000000.0
Galactica (roller coaster),Alton Towers,Operating,Bolliger & Mabillard,2002,52.9859,-1.8821,Steel,2002-03-16,46.6,65.6,2,3.5,12000000.0
Pantheon (roller coaster),Busch Gardens Williamsburg,Under construction,Intamin,2022,37.2339,-76.6426,Steel,2022-01-01,73.0,,2,,
Wood Coaster (Mountain Flyer),OCT East,Operating,Great Coasters International,2011,22.6145,114.2968,Wood,2011-07-19,61.2,,0,,90000000.0
Swamp Thing (Wild Adventures),Wild Adventures,Operating,Vekoma,2003,30.7196,-83.3217,Steel,2003-01-01,26.0,,0,2.2,
Dragon Slayer (roller coaster),Adventureland (Iowa),Operating,S&S - Sansei Technologies,2021,41.651,-93.5024,Steel,2021-05-29,34.0,,0,,7000000.0
Prowler (roller coaster),Worlds of Fun,Operating,Great Coasters International,2009,39.1744,-94.4837,Wood,2009-05-02,51.2,,0,,8000000.0
The Joker Funhouse Coaster,Six Flags Over Georgia,Operating,Chance Manufacturing,2004,33.7678,-84.551,Steel,2004-09-04,30.0,,0,,
Green Lantern Coaster,Warner Bros. Movie World,Operating,S&S – Sansei Technologies,2011,-27.9073,153.3136,Steel,2011-12-23,41.0,108.3,2,3.5,
Superman: La Atracción de Acero,Parque Warner Madrid,Operating,Bolliger & Mabillard,2002,40.2277,-3.5906,Steel,2002-04-06,62.1,,7,,
Fairly Odd Coaster,Nickelodeon Universe,Operating,Gerstlauer,2004,44.8542,-93.2422,Steel,2004-03-15,31.0,,0,3.2,
Rewind Racers,Adventure City,Operating,Gerstlauer,2015,33.8151,-117.993,Steel,2015-06-06,31.1,,0,,2000000.0
Iron Shark,Galveston Island Historic Pleasure Pier,Operating,Gerstlauer,2012,29.2858,-94.7895,Steel,2012-06-01,52.0,,4,,
Goliath (Walibi Holland),Walibi Holland,Operating,Intamin,2002,52.4386,5.7614,Steel,2002-03-29,65.9,154.8,0,,
Winja's Fear & Force,Other,Operating,Maurer AG,2002,50.8002,6.8777,Steel,2002-03-30,37.2,,0,,
Hypersonic XLC,Kings Dominion,Removed,S&S – Sansei Technologies,2001,37.8372,-77.446,Steel,2001-03-24,80.0,,0,4.0,15000000.0
West Coast Racers,Six Flags Magic Mountain,Operating,Premier Rides,2020,34.4217,-118.5992,Steel,2020-01-09,55.0,,4,,
The Voyage (roller coaster),Holiday World & Splashin' Safari,Operating,The Gravity Group,2006,38.1213,-86.9115,Wood,2006-05-06,67.0,,0,,6500000.0
Takabisha,Fuji-Q Highland,Operating,Gerstlauer,2011,35.4853,138.78,Steel,2011-07-16,62.1,141.1,7,,
Wave Breaker: The Rescue Coaster,SeaWorld San Antonio,Operating,Intamin,2017,29.4553,-98.6961,Steel,2017-06-16,44.0,,0,,18000000.0
Fury (roller coaster),Bobbejaanland,Operating,Gerstlauer,2019,51.1993,4.909,Steel,2019-06-24,66.2,141.1,2,,
Top Thrill Dragster,Cedar Point,Closed,Intamin,2003,41.484,-82.6862,Steel,2003-05-04,120.0,,0,,25000000.0
Cornball Express,Indiana Beach,Operating,Custom Coasters International,2001,40.7898,-86.771,Wood,2001-05-18,45.0,,0,4.7,
Xcelerator,Knott's Berry Farm,Operating,Intamin,2002,33.8458,-118.0008,Steel,2002-06-22,82.0,,0,,13000000.0
Diamondback (Kings Island),Kings Island,Operating,Bolliger & Mabillard,2009,39.3421,-84.2674,Other,2009-04-18,80.0,,0,4.2,22000000.0
Kirnu,Linnanmäki,Operating,Intamin,2007,60.1883,24.94,Steel,2007-04-27,37.0,,0,2.6,
OzIris,Parc Astérix,Operating,Bolliger & Mabillard,2012,49.1342,2.5663,Steel,2012-04-07,56.0,,5,,
Cobra's Curse,Busch Gardens Tampa Bay,Operating,Mack Rides,2016,,,Steel,2016-06-17,40.0,,0,,
Golden Wings in Snowfield,Happy Valley Beijing,Operating,Vekoma,2006,39.865,116.4846,Steel,2006-07-09,53.7,,4,,
Surfrider,Wet'n'Wild Gold Coast,Operating,Intamin,2007,-27.9143,153.3164,Steel,2007-09-01,,98.4,0,,
Stealth (roller coaster),Thorpe Park,Operating,Intamin,2006,51.405,-0.5153,Steel,2006-03-15,80.0,205.1,0,,12000000.0
Furius Baco,PortAventura Park,Operating,Intamin,2007,41.0847,1.1564,Steel,2007-06-05,83.9,,1,4.7,15000000.0
Goliath (La Ronde),La Ronde,Operating,Bolliger & Mabillard,2006,45.5278,-73.5363,Steel,2006-05-13,68.4,,0,,18700000.0
Time Traveler (roller coaster),Silver Dollar City,Operating,Mack Rides,2018,36.669,-93.3377,Steel,2018-03-14,50.3,,3,,26000000.0
Octonauts Rollercoaster Adventure,Alton Towers,Operating,Zamperla,2015,,,Steel,2015-03-21,,,0,,
Icon (roller coaster),Blackpool Pleasure Beach,Operating,Mack Rides,2018,53.7903,-3.0556,Steel,2018-05-25,52.8,,1,4.3,16250000.0
Flying Ace Aerial Chase,Kings Island,Operating,Vekoma,2001,,,Steel,2001-01-01,26.0,,0,2.2,
California Screamin',Disney California Adventure,Operating,Intamin,2001,33.8046,-117.9218,Steel,2001-02-08,55.0,,1,,60000000.0
Grover's Alpine Express,Busch Gardens Williamsburg,Operating,Zierer,2009,37.2361,-76.6444,Steel,2009-04-03,26.5,,0,,
Desmo Race,Other,Operating,Maurer AG,2019,44.3389,12.2636,Steel,2019-07-25,49.7,,0,1.2,
Apocalypse: The Ride,Six Flags Magic Mountain,Operating,Great Coasters International,2009,34.4213,-118.5998,Wood,2009-05-23,50.1,,0,,10000000.0
Mystic (roller coaster),Walibi Rhône-Alpes,Operating,Gerstlauer,2019,45.62,5.5715,Steel,2019-05-30,52.8,,3,,6000000.0
Zadra (roller coaster),Energylandia,Operating,Rocky Mountain Construction,2019,50.0019,19.4031,Other,2019-08-22,75.2,206.0,3,4.0,
Texas Giant,Six Flags Over Texas,Operating,Rocky Mountain Construction,1990,32.7564,-97.0731,Steel,2011-04-22,65.0,,0,4.2,10000000.0
BomBora (Lagoon),Lagoon,Operating,Lagoon,2011,40.9855,-111.8923,Steel,2011-04-02,31.0,,0,,
Time Warp (roller coaster),Canada's Wonderland,Operating,Zamperla,2004,43.8408,-79.5396,Steel,2004-05-02,25.7,50.2,2,,
Guardians of the Galaxy: Cosmic Rewind,Epcot,Under construction,Vekoma,2022,,,Steel,2022-01-01,,,0,,
Incredicoaster,Disney California Adventure,Operating,Intamin,2001,33.8046,-117.9218,Steel,2001-02-08,55.0,,1,,60000000.0
ISpeed,Mirabilandia,Operating,Intamin,2009,,,Steel,2009-05-20,74.6,,2,,15000000.0
Expedition GeForce,"Holiday Park, Germany",Operating,Intamin,2001,49.32,8.295,Steel,2001-06-18,74.6,,0,4.5,
El Loco (Adventuredome),Adventuredome,Operating,S&S – Sansei Technologies,2014,36.1375,-115.1666,Steel,2014-02-18,45.0,,2,,
Cheetah (Wild Adventures),Wild Adventures,Removed,Custom Coasters International,2001,30.7196,-83.3257,Wood,2001-06-16,52.0,,0,,4500000.0
Banshee (roller coaster),Kings Island,Operating,Bolliger & Mabillard,2014,39.3457,-84.2655,Steel,2014-04-18,68.0,,7,,24000000.0
Silver Star (roller coaster),Europa-Park,Operating,Bolliger & Mabillard,2002,48.268,7.72,Steel,2002-03-23,78.9,239.5,0,4.0,
Huracan (Belantis),Belantis,Operating,Gerstlauer,2010,51.2531,12.3125,Steel,2010-06-26,52.8,105.0,5,4.3,5000000.0
Sierra Sidewinder,Knott's Berry Farm,Operating,Mack Rides,2007,33.845,-117.9986,Steel,2007-05-26,37.0,,0,,
Rugrats Runaway Reptar (Dreamworld),Dreamworld,Operating,Vekoma,2002,-27.8639,153.3169,Steel,2002-12-26,26.0,48.9,0,2.2,
Tatsu,Six Flags Magic Mountain,Operating,Bolliger & Mabillard,2006,34.4219,-118.5975,Steel,2006-05-13,62.0,,4,,21000000.0
Speed: No Limits,Oakwood Theme Park,Operating,Gerstlauer,2006,51.779,-4.805,Steel,2006-04-13,59.0,,2,4.5,3000000.0
Panic Coaster – Back Daaan,Tokyo Dome City Attractions,Operating,Gerstlauer,2019,,,Steel,2019-03-23,18.6,,0,,
American Thunder (roller coaster),Six Flags St. Louis,Operating,Great Coasters International,2008,38.5125,-90.6772,Wood,2008-06-20,48.0,,0,,7000000.0
Mammut (roller coaster),Gardaland,Operating,Vekoma,2008,45.4578,10.7125,Steel,2008-03-19,31.1,,0,,
Black Mamba (roller coaster),Phantasialand,Operating,Bolliger & Mabillard,2006,50.7986,6.8803,Steel,2006-05-24,49.7,,4,4.0,
Thunderbolt (2014 roller coaster),Luna Park,Operating,Zamperla,2014,40.5735,-73.9826,Steel,2014-06-14,56.0,,4,4.3,9000000.0
Wipeout (roller coaster),Pleasurewood Hills,Operating,Vekoma,1988,52.5075,1.7434,Steel,2007-01-01,50.0,,6,,
Hydrus (roller coaster),Casino Pier,Operating,Gerstlauer,2017,39.9428,-74.0721,Steel,2017-05-26,45.0,,3,,
Steel Taipan,Dreamworld,Under construction,Mack Rides,2021,-27.8623,153.3152,Steel,2021-01-01,65.2,,4,3.8,32000000.0
SpongeBob SquarePants Rock Bottom Plunge,Nickelodeon Universe,Operating,Gerstlauer,2008,44.8553,-93.2425,Steel,2008-03-15,43.5,,2,4.4,2500000.0
Tigris (roller coaster),Busch Gardens Tampa,Operating,Premier Rides,2019,28.0379,-82.4249,Steel,2019-04-19,62.0,,1,,
Van Helsing's Factory,Movie Park Germany,Operating,Gerstlauer,2011,51.6221,6.9752,Steel,2011-06-18,22.4,26.2,0,4.0,5000000.0
The Monster (Adventureland),Adventureland (Iowa),Operating,Gerstlauer,2016,41.6518,-93.5014,Steel,2016-06-04,65.2,133.2,5,,9000000.0
Jersey Devil Coaster,Six Flags Great Adventure,Operating,Rocky Mountain Construction,2021,40.1377,-74.4405,Steel,2021-06-13,58.0,,3,,
Star Wars Hyperspace Mountain,Disneyland Park (Paris),Operating,Vekoma,2017,48.8741,2.7793,Steel,2017-05-07,44.0,,3,,
Hollywood Dream – The Ride,Universal Studios Japan,Operating,Bolliger & Mabillard,2007,34.6666,135.4338,Steel,2007-03-09,55.9,144.4,0,,50000000.0
Twisted Cyclone,Six Flags Over Georgia,Operating,Rocky Mountain Construction,1990,33.7703,-84.5522,Steel,2018-05-25,50.0,,3,,
Kvasten,Gröna Lund,Operating,Vekoma,2007,59.3226,18.0964,Steel,2007-04-28,34.2,64.3,0,2.5,7850000.0
Twist Coaster Robin,Yomiuriland,Removed,Sansei Technologies,2014,35.6253,139.5194,Steel,2014-03-19,38.5,62.3,2,3.9,450000000.0
ZDT's Amusement Park,ZDT's Amusement Park,Operating,The Gravity Group,2015,,,Wood,2015-10-17,40.4,,0,,
Insane (Gröna Lund),Gröna Lund,Operating,Intamin,2009,59.3233,18.0953,Steel,2009-04-25,37.3,116.5,0,3.5,
Goliath (Six Flags Over Georgia),Six Flags Over Georgia,Operating,Bolliger & Mabillard,2006,33.7692,-84.55,Steel,2006-04-01,70.0,,0,,20000000.0
Flug der Dämonen,Heide Park Resort,Operating,Bolliger & Mabillard,2014,53.0262,9.8796,Steel,2014-03-29,62.1,131.2,5,4.0,15000000.0
Aquaman: Power Wave,Six Flags Over Texas,Under construction,Mack Rides,2022,32.756,-97.071,Steel,2022-01-01,62.1,,0,,
Stunt Pilot (roller coaster),Silverwood Theme Park,Operating,Rocky Mountain Construction,2021,47.9065,-116.708,Steel,2021-05-29,52.0,,3,,
Boardwalk Bullet,Kemah Boardwalk,Operating,Martin & Vleminckx,2007,29.5463,-95.0173,Wood,2007-08-31,51.0,,0,3.5,1.0
Dauling Dragon,Other,Operating,Martin & Vleminckx,2012,30.5912,114.3879,Wood,2012-04-29,,,0,,
Colossos - Kampf der Giganten,Heide Park,Operating,Intamin,2001,53.0231,9.8833,Wood,2001-04-13,68.4,164.0,0,4.5,
Taiga (roller coaster),Linnanmäki,Operating,Intamin,2019,60.1885,24.9391,Steel,2019-06-18,65.9,,4,5.0,
Untamed (roller coaster),Canobie Lake Park,Operating,Gerstlauer,2011,42.7962,-71.249,Steel,2011-06-11,44.0,,3,4.5,
10 Inversion Roller Coaster,Chimelong Paradise,Operating,Intamin,2006,23.0044,113.3269,Steel,2006-01-01,45.0,,10,,
Merlin's Mayhem,Dutch Wonderland,Operating,S&S – Sansei Technologies,2018,40.0287,-76.2186,Steel,2018-04-28,,,0,,7500000.0
Moto Coaster (Six Flags Darien Lake),Six Flags Darien Lake,Operating,Zamperla,2008,42.9304,-78.3834,Steel,2008-05-01,38.0,,0,,3.4
Monster (Gröna Lund),Gröna Lund,Operating,Bolliger & Mabillard,2021,59.3239,18.0961,Steel,2021-06-02,55.9,,3,4.5,450000000.0
Smoky Mountain Alpine Coaster,Other,Operating,Wiegand,2013,35.7934,-83.5965,Steel,2013-08-03,27.0,,0,,
Valravn (roller coaster),Cedar Point,Operating,Bolliger & Mabillard,2016,41.4813,-82.684,Steel,2016-05-07,75.0,,3,,
Dragon Wagon (Indiana Beach),Indiana Beach,Removed,Wisdom Rides,2014,40.79,-86.7713,Steel,2014-08-01,,,0,,
Wonder Woman Flight of Courage,Six Flags Magic Mountain,Under construction,Rocky Mountain Construction,2022,,,Steel,2022-01-01,58.0,,3,,
Skyrush,Hersheypark,Operating,Intamin,2012,,,Steel,2012-05-26,75.0,,0,5.0,25000000.0
Crazy Bird,Happy Valley Tianjin,Operating,S&S – Sansei Technologies,2013,39.1847,117.4686,Steel,2013-12-22,,,2,,
DC Rivals HyperCoaster,Warner Bros. Movie World,Operating,Mack Rides,2017,-27.908,153.314,Steel,2017-09-22,71.5,202.1,0,4.3,30000000.0
Mick Doohan's Motocoaster,Dreamworld,Operating,Intamin,2007,-27.8628,153.3169,Steel,2007-09-30,44.7,23.0,0,,10000000.0
Nitro (Imagicaa),Imagicaa,Operating,Bolliger & Mabillard,2013,18.7664,73.28,Steel,2013-10-01,65.2,,5,,
FireChaser Express,Dollywood,Operating,Gerstlauer,2014,35.7947,-83.5301,Steel,2014-03-22,34.5,,0,,15000000.0
Vipère (roller coaster),Other,,Intamin,2011,,,Steel,2011-07-01,37.0,,0,,
Wild Mouse (Beech Bend Park),Beech Bend Park,Operating,Zamperla,2005,37.0225,-86.4017,Steel,2005-01-01,29.1,,0,2.5,
Kentucky Flyer,Kentucky Kingdom,Operating,Gravitykraft Corporation,2019,38.1943,-85.7443,Wood,2019-04-28,35.0,,0,,5000000.0
Karacho,Erlebnispark Tripsdrill,Operating,Gerstlauer,2013,49.0377,9.0544,Steel,2013-07-10,55.9,98.4,4,,7000000.0
Superman Escape,Warner Bros. Movie World,Operating,Intamin,2005,-27.908,153.3125,Steel,2005-12-26,62.1,131.2,0,4.2,16000000.0
Cobra (PowerPark),PowerPark,Operating,Vekoma,2005,63.2298,22.8587,Steel,2005-01-01,47.0,,3,5.2,
Rougarou (roller coaster),Cedar Point,Operating,Bolliger & Mabillard,1996,41.4826,-82.6874,Steel,2015-05-09,60.0,,4,,12000000.0
Troy (roller coaster),Toverland,Operating,Great Coasters International,2007,,,Wood,2007-06-29,54.0,104.7,0,2.4,6500000.0
Ricochet (Carowinds),Carowinds,Operating,Mack Rides,2002,35.1042,-80.9428,Steel,2002-03-23,28.0,,0,,
Intimidator (roller coaster),Carowinds,Operating,Bolliger & Mabillard,2010,35.1031,-80.9394,Steel,2010-03-27,75.0,,0,4.3,23000000.0
Storm Chaser (roller coaster),Kentucky Kingdom,Operating,Rocky Mountain Construction,1998,38.1958,-85.7503,Steel,2016-04-30,52.0,,3,3.8,10000000.0
Colossus (Thorpe Park),Thorpe Park,Operating,Intamin,2002,51.4032,-0.513,Steel,2002-03-22,45.0,,10,4.2,13500000.0
Nemesis Inferno,Thorpe Park,Operating,Bolliger & Mabillard,2003,51.4035,-0.5164,Steel,2003-04-05,49.7,95.1,4,5.0,8000000.0
Steel Dragon (Waldameer),Waldameer Park,Operating,Maurer AG,2004,42.1081,-80.1589,Steel,2004-07-02,37.3,,0,,4000000.0
